id,sentence,target,target_index,target_lemma,target_pos,label
cb5-fragment02_3201_3,Should she set off down the hill to meet him ?,set,3,set,VERB,0
cb5-fragment02_3201_9,Should she set off down the hill to meet him ?,meet,9,meet,VERB,0
cb5-fragment02_3202_5,But perhaps he would come by another route and then she would miss him .,come,5,come,VERB,0
cb5-fragment02_3202_13,But perhaps he would come by another route and then she would miss him .,miss,13,miss,VERB,1
cb5-fragment02_3203_7,"At the end of what she reckoned must be an hour , she faced the fact that he was not coming .",reckoned,7,reckon,VERB,1
cb5-fragment02_3203_14,"At the end of what she reckoned must be an hour , she faced the fact that he was not coming .",faced,14,face,VERB,1
cb5-fragment02_3203_21,"At the end of what she reckoned must be an hour , she faced the fact that he was not coming .",coming,21,come,VERB,0
cb5-fragment02_3204_2,"She dropped to the ground again and lay down , burying her face in the sweet-smelling grass .",dropped,2,drop,VERB,0
cb5-fragment02_3204_8,"She dropped to the ground again and lay down , burying her face in the sweet-smelling grass .",lay,8,lie,VERB,0
cb5-fragment02_3204_11,"She dropped to the ground again and lay down , burying her face in the sweet-smelling grass .",burying,11,bury,VERB,1
cb5-fragment02_3205_4,She had been mistaken ever to think that he would come .,mistaken,4,mistaken,ADJ,0
cb5-fragment02_3205_7,She had been mistaken ever to think that he would come .,think,7,think,VERB,0
cb5-fragment02_3205_11,She had been mistaken ever to think that he would come .,come,11,come,VERB,0
cb5-fragment02_3206_3,"She had let her overwhelming desire feed her imagination ; had read something into his words , his looks , his actions , which had not been there at all .",let,3,let,VERB,1
cb5-fragment02_3206_7,"She had let her overwhelming desire feed her imagination ; had read something into his words , his looks , his actions , which had not been there at all .",feed,7,feed,VERB,1
cb5-fragment02_3206_12,"She had let her overwhelming desire feed her imagination ; had read something into his words , his looks , his actions , which had not been there at all .",read,12,read,VERB,1
cb5-fragment02_3207_3,Her face burned with the shame of it .,burned,3,burn,VERB,1
cb5-fragment02_3208_8,"Such was the feeling Joss Barnet had aroused in her , that not for one moment did it occur to her to blame him for anything .",aroused,8,arouse,VERB,1
cb5-fragment02_3208_19,"Such was the feeling Joss Barnet had aroused in her , that not for one moment did it occur to her to blame him for anything .",occur,19,occur,VERB,0
cb5-fragment02_3208_23,"Such was the feeling Joss Barnet had aroused in her , that not for one moment did it occur to her to blame him for anything .",blame,23,blame,VERB,0
cb5-fragment02_3210_6,"Sick at heart , she wept .",wept,6,weep,VERB,0
cb5-fragment02_3211_3,Then she dried her eyes on the hem of her petticoat and went slowly back to the house .,dried,3,dry,VERB,0
cb5-fragment02_3211_13,Then she dried her eyes on the hem of her petticoat and went slowly back to the house .,went,13,go,VERB,0
cb5-fragment02_3212_5,‘ So you 've decided to put in an appearance ? ’,decided,5,decide,VERB,0
cb5-fragment02_3212_7,‘ So you 've decided to put in an appearance ? ’,put,7,put,VERB,1
cb5-fragment02_3213_2,Cook said .,said,2,say,VERB,0
cb5-fragment02_3214_4,‘ I do seem to recall something about you offering to help me with the party preparations .,seem,4,seem,VERB,0
cb5-fragment02_3214_6,‘ I do seem to recall something about you offering to help me with the party preparations .,recall,6,recall,VERB,1
cb5-fragment02_3214_10,‘ I do seem to recall something about you offering to help me with the party preparations .,offering,10,offer,VERB,0
cb5-fragment02_3214_12,‘ I do seem to recall something about you offering to help me with the party preparations .,help,12,help,VERB,0
cb5-fragment02_3215_7,But of course if you 've changed your mind … ’,changed,7,change,VERB,1
cb5-fragment02_3216_8,"‘ I have n't , ’ Ruth snapped .",snapped,8,snap,VERB,1
cb5-fragment02_3217_6,‘ I 'm ready to start now .,start,6,start,VERB,0
cb5-fragment02_3218_4,I do n't want any breakfast . ’,want,4,want,VERB,0
cb5-fragment02_3221_2,Cook demanded .,demanded,2,demand,VERB,0
cb5-fragment02_3222_9,"‘ There 's Sean O'Farrell and the master left in a hurry this hour past for New York City , both without a bite inside them — and now you . ’",left,9,leave,VERB,0
cb5-fragment02_3223_2,‘ Gone to New York ? ’,Gone,2,go,VERB,0
cb5-fragment02_3224_6,‘ That 's what I said . ’,said,6,say,VERB,0
cb5-fragment02_3225_10,With Mrs Cranbrook 's words Ruth 's appetite immediately returned .,returned,10,return,VERB,1
cb5-fragment02_3226_5,So he had not failed her after all !,failed,5,fail,VERB,0
cb5-fragment02_3227_5,How could she have thought that he would ?,thought,5,think,VERB,0
cb5-fragment02_3228_6,"Something unforeseen and urgent had happened , since Sean had obviously known of it yesterday afternoon , and there had been no opportunity for him to inform her .",happened,6,happen,VERB,0
cb5-fragment02_3228_12,"Something unforeseen and urgent had happened , since Sean had obviously known of it yesterday afternoon , and there had been no opportunity for him to inform her .",known,12,know,VERB,0
cb5-fragment02_3228_27,"Something unforeseen and urgent had happened , since Sean had obviously known of it yesterday afternoon , and there had been no opportunity for him to inform her .",inform,27,inform,VERB,0
cb5-fragment02_3229_2,Relief surged through her like a physical infusion of new blood .,surged,2,surge,VERB,1
cb5-fragment02_3230_4,"‘ I 've changed my mind , ’ she said .",changed,4,change,VERB,1
cb5-fragment02_3230_10,"‘ I 've changed my mind , ’ she said .",said,10,say,VERB,0
cb5-fragment02_3231_4,‘ I would like some breakfast .,like,4,like,VERB,0
cb5-fragment02_3235_4,How should I know ?,know,4,know,VERB,0
cb5-fragment02_3236_4,I do n't understand business .,understand,4,understand,VERB,0
cb5-fragment02_3237_4,"What I do understand is that if the master 's not home for the party tomorrow , the mistress wo n't be pleased — and that 's putting it mildly .",understand,4,understand,VERB,0
cb5-fragment02_3237_28,"What I do understand is that if the master 's not home for the party tomorrow , the mistress wo n't be pleased — and that 's putting it mildly .",putting,28,put,VERB,1
cb5-fragment02_3238_4,"Do n't you dawdle over your breakfast then , not if you intend to make yourself useful .",dawdle,4,dawdle,VERB,0
cb5-fragment02_3238_13,"Do n't you dawdle over your breakfast then , not if you intend to make yourself useful .",intend,13,intend,VERB,0
cb5-fragment02_3238_15,"Do n't you dawdle over your breakfast then , not if you intend to make yourself useful .",make,15,make,VERB,1
cb5-fragment02_3240_2,Ruth worked all that day as though she had the strength of ten .,worked,2,work,VERB,0
cb5-fragment02_3241_2,"They prepared chicken pies , the pastry as light as Ruth 's heart , turtle soup , a haunch of venison , jellies , blancmanges , syllabubs , trifles , and a host of other dishes , with still more to be done on the day of the party itself .",prepared,2,prepare,VERB,0
cb5-fragment02_3242_8,Mrs Cranbrook unbent so far as to show approval .,show,8,show,VERB,1
cb5-fragment02_3243_10,"‘ You 've done very well , ’ she conceded .",conceded,10,concede,VERB,1
cb5-fragment02_3244_4,"Mrs Carson , knowing how much was involved , had excused Ruth from all other duties until Anna 's bedtime hour .",knowing,4,know,VERB,0
cb5-fragment02_3244_8,"Mrs Carson , knowing how much was involved , had excused Ruth from all other duties until Anna 's bedtime hour .",involved,8,involve,VERB,0
cb5-fragment02_3244_11,"Mrs Carson , knowing how much was involved , had excused Ruth from all other duties until Anna 's bedtime hour .",excused,11,excuse,VERB,0
cb5-fragment02_3245_4,And now it approached .,approached,4,approach,VERB,1
cb5-fragment02_3246_2,She took off the voluminous apron Cook had lent her and went in search of her charge .,took,2,take,VERB,0
cb5-fragment02_3246_9,She took off the voluminous apron Cook had lent her and went in search of her charge .,lent,9,lend,VERB,0
cb5-fragment02_3246_12,She took off the voluminous apron Cook had lent her and went in search of her charge .,went,12,go,VERB,0
cb5-fragment02_3248_4,"‘ We 're going home , ’ she sobbed .",going,4,go,VERB,0
cb5-fragment02_3248_9,"‘ We 're going home , ’ she sobbed .",sobbed,9,sob,VERB,0
cb5-fragment02_3249_5,‘ I do n't want to go back to Mrs Gutermann 's .,want,5,want,VERB,0
cb5-fragment02_3249_7,‘ I do n't want to go back to Mrs Gutermann 's .,go,7,go,VERB,0
cb5-fragment02_3250_2,I want to stay with Edward .,want,2,want,VERB,0
cb5-fragment02_3250_4,I want to stay with Edward .,stay,4,stay,VERB,0
cb5-fragment02_3251_2,I want to live with him for ever and ever ! ’,want,2,want,VERB,0
cb5-fragment02_3251_4,I want to live with him for ever and ever ! ’,live,4,live,VERB,0
cb5-fragment02_3252_3,"Ruth could think of few worse fates , but her stomach lurched at the thought of leaving Millfield .",think,3,think,VERB,0
cb5-fragment02_3252_12,"Ruth could think of few worse fates , but her stomach lurched at the thought of leaving Millfield .",lurched,12,lurch,VERB,1
cb5-fragment02_3252_17,"Ruth could think of few worse fates , but her stomach lurched at the thought of leaving Millfield .",leaving,17,leave,VERB,0
cb5-fragment02_3253_5,‘ How do you know we 're leaving ? ’ she asked .,know,5,know,VERB,0
cb5-fragment02_3253_8,‘ How do you know we 're leaving ? ’ she asked .,leaving,8,leave,VERB,0
cb5-fragment02_3253_12,‘ How do you know we 're leaving ? ’ she asked .,asked,12,ask,VERB,0
cb5-fragment02_3254_3,‘ Who told you ? ’,told,3,tell,VERB,0
cb5-fragment02_3255_7,"‘ Miss Fitch , ’ Anna wailed .",wailed,7,wail,VERB,0
cb5-fragment02_3256_5,‘ I do n't like Miss Fitch .,like,5,like,VERB,0
cb5-fragment02_3257_2,I hate her !,hate,2,hate,VERB,0
cb5-fragment02_3258_2,I daresay she wants me to go ! ’,daresay,2,daresay,VERB,0
cb5-fragment02_3258_4,I daresay she wants me to go ! ’,wants,4,want,VERB,0
cb5-fragment02_3258_7,I daresay she wants me to go ! ’,go,7,go,VERB,0
cb5-fragment02_3259_9,"‘ Perhaps she 's mistaken , ’ Ruth said , though she doubted if Miss Fitch was ever wrong .",said,9,say,VERB,0
cb5-fragment02_3259_13,"‘ Perhaps she 's mistaken , ’ Ruth said , though she doubted if Miss Fitch was ever wrong .",doubted,13,doubt,VERB,0
cb5-fragment02_3260_4,‘ We 'll ask your mama the moment she comes in . ’,ask,4,ask,VERB,0
cb5-fragment02_3260_10,‘ We 'll ask your mama the moment she comes in . ’,comes,10,come,VERB,0
cb5-fragment02_3261_12,"‘ I 'm afraid it 's true , ’ Mrs Carson told them .",told,12,tell,VERB,0
cb5-fragment02_3262_7,‘ Of course we were only invited for ten days or so . ’,invited,7,invite,VERB,0
cb5-fragment02_3263_3,Ruth had lost count of time .,lost,3,lose,VERB,1
cb5-fragment02_3264_9,"To her , the long summer days had stretched ahead , world without end .",stretched,9,stretch,VERB,1
cb5-fragment02_3265_4,"‘ We are going to leave on Sunday , ’ Mrs Carson went on .",going,4,go,VERB,0
cb5-fragment02_3265_6,"‘ We are going to leave on Sunday , ’ Mrs Carson went on .",leave,6,leave,VERB,0
cb5-fragment02_3265_13,"‘ We are going to leave on Sunday , ’ Mrs Carson went on .",went,13,go,VERB,1
cb5-fragment02_3266_11,"‘ Not too early in the day , since I daresay we shall all be tired after tomorrow 's party . ’",daresay,11,daresay,VERB,0
cb5-fragment02_3266_16,"‘ Not too early in the day , since I daresay we shall all be tired after tomorrow 's party . ’",tired,16,tired,ADJ,0
cb5-fragment02_3267_3,"‘ Anna tells me she never wants to leave Edward , ’ Ruth said after the child had gone to sleep .",tells,3,tell,VERB,0
cb5-fragment02_3267_7,"‘ Anna tells me she never wants to leave Edward , ’ Ruth said after the child had gone to sleep .",wants,7,want,VERB,0
cb5-fragment02_3267_9,"‘ Anna tells me she never wants to leave Edward , ’ Ruth said after the child had gone to sleep .",leave,9,leave,VERB,0
cb5-fragment02_3267_14,"‘ Anna tells me she never wants to leave Edward , ’ Ruth said after the child had gone to sleep .",said,14,say,VERB,0
cb5-fragment02_3267_19,"‘ Anna tells me she never wants to leave Edward , ’ Ruth said after the child had gone to sleep .",gone,19,go,VERB,1
cb5-fragment02_3267_21,"‘ Anna tells me she never wants to leave Edward , ’ Ruth said after the child had gone to sleep .",sleep,21,sleep,NOUN,0
cb5-fragment02_3268_3,Mrs Carson smiled indulgently .,smiled,3,smile,VERB,0
cb5-fragment02_3271_1,Thank goodness they never last !,Thank,1,thank,VERB,0
cb5-fragment02_3274_2,Ruth asked .,asked,2,ask,VERB,0
cb5-fragment02_3275_3,"‘ I expect you mean will O'Farrell be back , ’ Mrs Carson said .",expect,3,expect,VERB,0
cb5-fragment02_3275_5,"‘ I expect you mean will O'Farrell be back , ’ Mrs Carson said .",mean,5,mean,VERB,0
cb5-fragment02_3275_14,"‘ I expect you mean will O'Farrell be back , ’ Mrs Carson said .",said,14,say,VERB,0
cb5-fragment02_3276_10,"‘ And the answer is , I do n't know .",know,10,know,VERB,0
cb5-fragment02_3277_3,Mrs Barnet tells me that she expects her husband when she sees him .,tells,3,tell,VERB,0
cb5-fragment02_3277_7,Mrs Barnet tells me that she expects her husband when she sees him .,expects,7,expect,VERB,0
cb5-fragment02_3277_12,Mrs Barnet tells me that she expects her husband when she sees him .,sees,12,see,VERB,0
cb5-fragment02_3278_8,It 's a fact that American men seem to put business before everything .,seem,8,seem,VERB,0
cb5-fragment02_3278_10,It 's a fact that American men seem to put business before everything .,put,10,put,VERB,1
cb5-fragment02_3279_1,Thank goodness Englishmen are not like that ! ’,Thank,1,thank,VERB,0
cb5-fragment02_3280_12,"Next morning Ruth was down in the kitchen early , eagerly hoping to find Sean there .",hoping,12,hope,VERB,0
cb5-fragment02_3280_14,"Next morning Ruth was down in the kitchen early , eagerly hoping to find Sean there .",find,14,find,VERB,0
cb5-fragment02_3281_5,"He could well have returned late at night and she not heard him , though she had stayed awake for a long time , listening for the sound of the horses , the carriage wheels on the drive .",returned,5,return,VERB,0
cb5-fragment02_3281_12,"He could well have returned late at night and she not heard him , though she had stayed awake for a long time , listening for the sound of the horses , the carriage wheels on the drive .",heard,12,hear,VERB,0
cb5-fragment02_3281_18,"He could well have returned late at night and she not heard him , though she had stayed awake for a long time , listening for the sound of the horses , the carriage wheels on the drive .",stayed,18,stay,VERB,0
cb5-fragment02_3281_25,"He could well have returned late at night and she not heard him , though she had stayed awake for a long time , listening for the sound of the horses , the carriage wheels on the drive .",listening,25,listen,VERB,0
cb5-fragment02_3283_3,"‘ I hope you 're ready to help me , ’ she said .",hope,3,hope,VERB,0
cb5-fragment02_3283_8,"‘ I hope you 're ready to help me , ’ she said .",help,8,help,VERB,0
cb5-fragment02_3283_13,"‘ I hope you 're ready to help me , ’ she said .",said,13,say,VERB,0
cb5-fragment02_3285_4,"‘ I 'll help , Mrs Cranbrook , ’ Ruth agreed .",help,4,help,VERB,0
cb5-fragment02_3285_11,"‘ I 'll help , Mrs Cranbrook , ’ Ruth agreed .",agreed,11,agree,VERB,0
cb5-fragment02_3287_2,She tried to sound nonchalant .,tried,2,try,VERB,0
cb5-fragment02_3287_4,She tried to sound nonchalant .,sound,4,sound,VERB,0
cb5-fragment02_3289_4,"Oh , you mean O'Farrell and the master ?",mean,4,mean,VERB,0
cb5-fragment02_3290_4,Not that I know of .,know,4,know,VERB,0
cb5-fragment02_3291_4,There 's no telling when they ‘ U return .,telling,4,tell,VERB,0
cb5-fragment02_3292_4,Sometimes they 're gone for three or four days at a time . ’,gone,4,go,VERB,0
cb5-fragment02_3294_3,Mrs Cranbrook shrugged .,shrugged,3,shrug,VERB,0
cb5-fragment02_3296_10,Not for the likes of you and me to question why . ’,question,10,question,VERB,0
cb5-fragment02_3297_4,The heart had gone out of the day .,gone,4,go,VERB,0
cb5-fragment02_3298_2,"Ruth fetched and carried and stirred and whipped , praying every moment that Joss Barnet would return before they left Millfield next day .",fetched,2,fetch,VERB,0
cb5-fragment02_3298_4,"Ruth fetched and carried and stirred and whipped , praying every moment that Joss Barnet would return before they left Millfield next day .",carried,4,carry,VERB,0
cb5-fragment02_3298_6,"Ruth fetched and carried and stirred and whipped , praying every moment that Joss Barnet would return before they left Millfield next day .",stirred,6,stir,VERB,0
cb5-fragment02_3298_8,"Ruth fetched and carried and stirred and whipped , praying every moment that Joss Barnet would return before they left Millfield next day .",whipped,8,whip,VERB,0
cb5-fragment02_3298_10,"Ruth fetched and carried and stirred and whipped , praying every moment that Joss Barnet would return before they left Millfield next day .",praying,10,pray,VERB,0
cb5-fragment02_3298_17,"Ruth fetched and carried and stirred and whipped , praying every moment that Joss Barnet would return before they left Millfield next day .",return,17,return,VERB,0
cb5-fragment02_3298_20,"Ruth fetched and carried and stirred and whipped , praying every moment that Joss Barnet would return before they left Millfield next day .",left,20,leave,VERB,0
cb5-fragment02_3299_6,"But when the day had dragged to evening — in spite of all there was to do the time now passed slowly — and still there was no sign of the two men , she began to lose hope .",dragged,6,drag,VERB,1
cb5-fragment02_3299_21,"But when the day had dragged to evening — in spite of all there was to do the time now passed slowly — and still there was no sign of the two men , she began to lose hope .",passed,21,pass,VERB,1
cb5-fragment02_3299_36,"But when the day had dragged to evening — in spite of all there was to do the time now passed slowly — and still there was no sign of the two men , she began to lose hope .",began,36,begin,VERB,0
cb5-fragment02_3299_38,"But when the day had dragged to evening — in spite of all there was to do the time now passed slowly — and still there was no sign of the two men , she began to lose hope .",lose,38,lose,VERB,1
cb5-fragment02_3300_8,"In the evening , bone-tired , she left the kitchen and went to put a reluctant Anna to bed .",left,8,leave,VERB,0
cb5-fragment02_3300_12,"In the evening , bone-tired , she left the kitchen and went to put a reluctant Anna to bed .",went,12,go,VERB,0
cb5-fragment02_3300_14,"In the evening , bone-tired , she left the kitchen and went to put a reluctant Anna to bed .",put,14,put,VERB,0
cb5-fragment02_3301_3,Then she turned to helping Mrs Carson .,turned,3,turn,VERB,1
cb5-fragment02_3301_5,Then she turned to helping Mrs Carson .,helping,5,help,VERB,0
cb5-fragment02_3302_2,"She brushed her mistress 's hair and piled it on top of her head in a cluster of curls , carefully and meticulously arranged to look quite casual .",brushed,2,brush,VERB,0
cb5-fragment02_3302_8,"She brushed her mistress 's hair and piled it on top of her head in a cluster of curls , carefully and meticulously arranged to look quite casual .",piled,8,pile,VERB,0
cb5-fragment02_3302_24,"She brushed her mistress 's hair and piled it on top of her head in a cluster of curls , carefully and meticulously arranged to look quite casual .",arranged,24,arrange,VERB,0
cb5-fragment02_3302_26,"She brushed her mistress 's hair and piled it on top of her head in a cluster of curls , carefully and meticulously arranged to look quite casual .",look,26,look,VERB,0
cb5-fragment02_3303_7,It was a style Ruth had devised herself and Mrs Carson was delighted with the result .,devised,7,devise,VERB,0
cb5-fragment02_3304_3,"‘ It looks so different , ’ she said .",looks,3,look,VERB,0
cb5-fragment02_3304_9,"‘ It looks so different , ’ she said .",said,9,say,VERB,0
cb5-fragment02_3307_2,"She looked beautiful in the yellow satin , the low-cut bodice tight against her slight figure , the skirt billowing out .",looked,2,look,VERB,0
cb5-fragment02_3307_20,"She looked beautiful in the yellow satin , the low-cut bodice tight against her slight figure , the skirt billowing out .",billowing,20,billow,VERB,0
cb5-fragment02_3308_8,But Ruth had no heart either to appreciate or to envy her mistress .,appreciate,8,appreciate,VERB,0
cb5-fragment02_3308_11,But Ruth had no heart either to appreciate or to envy her mistress .,envy,11,envy,VERB,0
cb5-fragment02_3310_3,"Mrs Carson gave her maid a sharp , compassionate look .",gave,3,give,VERB,1
cb5-fragment02_3311_2,She thought she knew the cause of this mood and in a way she was glad to see it .,thought,2,think,VERB,0
cb5-fragment02_3311_4,She thought she knew the cause of this mood and in a way she was glad to see it .,knew,4,know,VERB,0
cb5-fragment02_3311_18,She thought she knew the cause of this mood and in a way she was glad to see it .,see,18,see,VERB,0
cb5-fragment02_3312_4,At least it showed that the girl 's mind was working in the right direction .,showed,4,show,VERB,1
cb5-fragment02_3312_11,At least it showed that the girl 's mind was working in the right direction .,working,11,work,VERB,1
cb5-fragment02_3313_4,"‘ Do n't worry , Ruth , ’ she said kindly .",worry,4,worry,VERB,0
cb5-fragment02_3313_10,"‘ Do n't worry , Ruth , ’ she said kindly .",said,10,say,VERB,0
cb5-fragment02_3314_3,‘ I dare say O'Farrell will be back tomorrow before we leave .,dare,3,dare,VERB,0
cb5-fragment02_3314_4,‘ I dare say O'Farrell will be back tomorrow before we leave .,say,4,say,VERB,0
cb5-fragment02_3314_12,‘ I dare say O'Farrell will be back tomorrow before we leave .,leave,12,leave,VERB,0
cb5-fragment02_3316_4,"And now I sha n't need you again this evening , so apart from looking in on Anna from time to time , you may do just as you please . ’",sha,4,sha,AUX,0
cb5-fragment02_3316_6,"And now I sha n't need you again this evening , so apart from looking in on Anna from time to time , you may do just as you please . ’",need,6,need,VERB,0
cb5-fragment02_3316_15,"And now I sha n't need you again this evening , so apart from looking in on Anna from time to time , you may do just as you please . ’",looking,15,look,VERB,0
cb5-fragment02_3316_30,"And now I sha n't need you again this evening , so apart from looking in on Anna from time to time , you may do just as you please . ’",please,30,please,VERB,0
cb5-fragment02_3317_6,Had she not been so downhearted Ruth would have enjoyed herself .,downhearted,6,downhearted,ADJ,0
cb5-fragment02_3317_10,Had she not been so downhearted Ruth would have enjoyed herself .,enjoyed,10,enjoy,VERB,0
cb5-fragment02_3318_4,But she had given up all hope of Joss Barnet returning that evening and nothing else in the world mattered .,given,4,give,VERB,0
cb5-fragment02_3318_11,But she had given up all hope of Joss Barnet returning that evening and nothing else in the world mattered .,returning,11,return,VERB,0
cb5-fragment02_3318_20,But she had given up all hope of Joss Barnet returning that evening and nothing else in the world mattered .,mattered,20,matter,VERB,0
cb5-fragment02_3320_3,Coloured lanterns hung in the trees which fringed the lawn and bordered the lake beyond .,hung,3,hang,VERB,0
cb5-fragment02_3320_8,Coloured lanterns hung in the trees which fringed the lawn and bordered the lake beyond .,fringed,8,fringe,VERB,0
cb5-fragment02_3320_12,Coloured lanterns hung in the trees which fringed the lawn and bordered the lake beyond .,bordered,12,border,VERB,0
cb5-fragment02_3321_3,"Torchlights , flaring against the night sky and reflected in the water , had been set up wherever it was suitable .",flaring,3,flare,VERB,1
cb5-fragment02_3321_9,"Torchlights , flaring against the night sky and reflected in the water , had been set up wherever it was suitable .",reflected,9,reflect,VERB,0
cb5-fragment02_3321_16,"Torchlights , flaring against the night sky and reflected in the water , had been set up wherever it was suitable .",set,16,set,VERB,0
cb5-fragment02_3322_5,Already the orchestra had begun to play and the elegantly dressed to appear .,begun,5,begin,VERB,0
cb5-fragment02_3322_7,Already the orchestra had begun to play and the elegantly dressed to appear .,play,7,play,VERB,0
cb5-fragment02_3322_11,Already the orchestra had begun to play and the elegantly dressed to appear .,dressed,11,dress,VERB,0
cb5-fragment02_3322_13,Already the orchestra had begun to play and the elegantly dressed to appear .,appear,13,appear,VERB,0
cb5-fragment02_3324_2,"She climbed the stairs to her room , then undressed and went to bed , wetting the pillow with her tears which , held back all day , now flowed unchecked .",climbed,2,climb,VERB,0
cb5-fragment02_3324_10,"She climbed the stairs to her room , then undressed and went to bed , wetting the pillow with her tears which , held back all day , now flowed unchecked .",undressed,10,undress,VERB,0
cb5-fragment02_3324_12,"She climbed the stairs to her room , then undressed and went to bed , wetting the pillow with her tears which , held back all day , now flowed unchecked .",went,12,go,VERB,0
cb5-fragment02_3324_16,"She climbed the stairs to her room , then undressed and went to bed , wetting the pillow with her tears which , held back all day , now flowed unchecked .",wetting,16,wet,VERB,0
cb5-fragment02_3324_24,"She climbed the stairs to her room , then undressed and went to bed , wetting the pillow with her tears which , held back all day , now flowed unchecked .",held,24,hold,VERB,0
cb5-fragment02_3324_30,"She climbed the stairs to her room , then undressed and went to bed , wetting the pillow with her tears which , held back all day , now flowed unchecked .",flowed,30,flow,VERB,0
cb5-fragment02_3325_18,"Her only comfort was not to have Miss Beard in her room , to be able to suffer in solitude .",suffer,18,suffer,VERB,0
cb5-fragment02_3326_3,"Though she thought sleep would never come , eventually it did .",thought,3,think,VERB,0
cb5-fragment02_3326_7,"Though she thought sleep would never come , eventually it did .",come,7,come,VERB,1
cb5-fragment02_3327_2,She fell asleep to the sound of music drifting upwards from the drawing-room .,fell,2,fall,VERB,1
cb5-fragment02_3327_9,She fell asleep to the sound of music drifting upwards from the drawing-room .,drifting,9,drift,VERB,1
cb5-fragment02_3328_3,"When she wakened it was still dark , the orchestra still playing , though it was not that which had aroused her .",wakened,3,waken,VERB,0
cb5-fragment02_3328_12,"When she wakened it was still dark , the orchestra still playing , though it was not that which had aroused her .",playing,12,play,VERB,0
cb5-fragment02_3328_21,"When she wakened it was still dark , the orchestra still playing , though it was not that which had aroused her .",aroused,21,arouse,VERB,0
cb5-fragment02_3329_1,"Penetrating her sleep she had heard the faint click of the door latch , and then the familiar squeak of the hinge as the door to her room slowly opened .",Penetrating,1,penetrate,VERB,1
cb5-fragment02_3329_6,"Penetrating her sleep she had heard the faint click of the door latch , and then the familiar squeak of the hinge as the door to her room slowly opened .",heard,6,hear,VERB,0
cb5-fragment02_3329_9,"Penetrating her sleep she had heard the faint click of the door latch , and then the familiar squeak of the hinge as the door to her room slowly opened .",click,9,click,NOUN,0
cb5-fragment02_3329_13,"Penetrating her sleep she had heard the faint click of the door latch , and then the familiar squeak of the hinge as the door to her room slowly opened .",latch,13,latch,NOUN,0
cb5-fragment02_3329_30,"Penetrating her sleep she had heard the faint click of the door latch , and then the familiar squeak of the hinge as the door to her room slowly opened .",opened,30,open,VERB,0
cb5-fragment02_3330_2,"She raised herself on one elbow , blinking her eyes , trying to see in the darkness .",raised,2,raise,VERB,0
cb5-fragment02_3330_12,"She raised herself on one elbow , blinking her eyes , trying to see in the darkness .",trying,12,try,VERB,0
cb5-fragment02_3330_14,"She raised herself on one elbow , blinking her eyes , trying to see in the darkness .",see,14,see,VERB,0
cb5-fragment02_3331_4,But enough light came from the landing on to which the door opened to silhouette the man standing there .,came,4,come,VERB,1
cb5-fragment02_3331_13,But enough light came from the landing on to which the door opened to silhouette the man standing there .,opened,13,open,VERB,0
cb5-fragment02_3331_15,But enough light came from the landing on to which the door opened to silhouette the man standing there .,silhouette,15,silhouette,VERB,0
cb5-fragment02_3333_2,"Shock made her cry out , and he closed the door and moved towards her in quick strides , putting his hand across her mouth to stop-her scream .",made,2,make,VERB,1
cb5-fragment02_3333_9,"Shock made her cry out , and he closed the door and moved towards her in quick strides , putting his hand across her mouth to stop-her scream .",closed,9,close,VERB,0
cb5-fragment02_3333_13,"Shock made her cry out , and he closed the door and moved towards her in quick strides , putting his hand across her mouth to stop-her scream .",moved,13,move,VERB,0
cb5-fragment02_3333_20,"Shock made her cry out , and he closed the door and moved towards her in quick strides , putting his hand across her mouth to stop-her scream .",putting,20,put,VERB,0
cb5-fragment02_3334_3,"Then he sat on her bed and , without a word from either of them , she went willingly into his arms and was held close in his embrace .",sat,3,sit,VERB,0
cb5-fragment02_3334_18,"Then he sat on her bed and , without a word from either of them , she went willingly into his arms and was held close in his embrace .",went,18,go,VERB,0
cb5-fragment02_3334_25,"Then he sat on her bed and , without a word from either of them , she went willingly into his arms and was held close in his embrace .",held,25,hold,VERB,0
cb5-fragment02_3334_29,"Then he sat on her bed and , without a word from either of them , she went willingly into his arms and was held close in his embrace .",embrace,29,embrace,NOUN,0
cb5-fragment02_3335_2,She felt his heart beating strong and fast against hers .,felt,2,feel,VERB,0
cb5-fragment02_3336_2,"They stayed like that for a long moment and then he said , ‘ Light the candle . ’",stayed,2,stay,VERB,0
cb5-fragment02_3336_12,"They stayed like that for a long moment and then he said , ‘ Light the candle . ’",said,12,say,VERB,0
cb5-fragment02_3337_8,"‘ I ca n't , ’ she whispered .",whispered,8,whisper,VERB,0
cb5-fragment02_3338_4,‘ Someone will see the light under the door . ’,see,4,see,VERB,0
cb5-fragment02_3339_10,"‘ No matter if they do , ’ he said .",said,10,say,VERB,0
cb5-fragment02_3340_5,‘ They will not think of me here .,think,5,think,VERB,0
cb5-fragment02_3341_4,Only my coachman knows I am home .,knows,4,know,VERB,0
cb5-fragment02_3342_5,I have not yet joined the party . ’,joined,5,join,VERB,1
cb5-fragment02_3343_3,‘ You came to me first ? ’,came,3,come,VERB,0
cb5-fragment02_3344_4,She could hardly believe it .,believe,4,believe,VERB,0
cb5-fragment02_3345_4,"He would not tell her , this funny bewitching little English girl , that he had come to her first because he could not keep away from her .",tell,4,tell,VERB,0
